movieId,title,genres,release_date,poster_url,IMDb Rating,Rotten Tomatoes,Director,Lead Actors,Oscars Won,Golden Globes Won,BAFTAs Won,Runtime,Language
89753,Tinker Tailor Soldier Spy (2011),Drama|Film-Noir|Thriller,06-Jan-12,https://m.media-amazon.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_SX300.jpg,7.0,84%,Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy",3,0,0,127 min,"English, Russian, Hungarian, French, Turkish"
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama,16-Mar-11,https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_SX300.jpg,8.3,99%,Asghar Farhadi,"Payman Maadi, Leila Hatami, Sareh Bayat",1,0,0,123 min,Persian
89761,"Dangerous Method, A (2011)",Drama|Thriller,10-Nov-11,https://m.media-amazon.com/images/M/MV5BMTU5Mjk3NjgxMl5BMl5BanBnXkFtZTcwMDM5MjA5Ng@@._V1_SX300.jpg,6.4,78%,David Cronenberg,"Michael Fassbender, Keira Knightley, Viggo Mortensen",0,0,0,99 min,English
89774,Warrior (2011),Drama,09-Sep-11,https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg,8.1,84%,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton",1,0,0,140 min,"English, Spanish"
89804,"Ides of March, The (2011)",Drama,07-Oct-11,https://m.media-amazon.com/images/M/MV5BNTU4MjkzNTY0OF5BMl5BanBnXkFtZTcwNDI5ODIxNg@@._V1_SX300.jpg,7.1,84%,George Clooney,"Paul Giamatti, George Clooney, Philip Seymour Hoffman",1,0,0,101 min,English
89837,Kill List (2011),Horror|Mystery|Thriller,02-Sep-11,https://m.media-amazon.com/images/M/MV5BNzM3NzU2NzUzMV5BMl5BanBnXkFtZTcwNjY2OTUxNw@@._V1_SX300.jpg,6.4,78%,Ben Wheatley,"Neil Maskell, MyAnna Buring, Harry Simpson",0,0,0,95 min,"English, Swedish"
89840,Killer Elite (2011),Action|Thriller,23-Sep-11,https://m.media-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,6.4,27%,Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro",0,0,0,116 min,"English, Arabic, French, Spanish"
89862,Bellflower (2011),Action|Drama|Romance,21-Mar-12,https://m.media-amazon.com/images/M/MV5BMTc4OTM5MDU1N15BMl5BanBnXkFtZTcwMDM3ODYyNg@@._V1_SX300.jpg,6.3,73%,Evan Glodell,"Evan Glodell, Tyler Dawson, Jessie Wiseman",0,0,0,106 min,English
89864,50/50 (2011),Comedy|Drama,30-Sep-11,https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg,7.6,93%,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick",0,0,0,100 min,English
89898,Generation P (2011),Comedy|Drama|Sci-Fi,16-Nov-12,https://m.media-amazon.com/images/M/MV5BMTAxNzM1MDI1OTheQTJeQWpwZ15BbWU4MDk1NjQ1ODAx._V1_SX300.jpg,6.7,75%,Victor Ginzburg,"Vladimir Epifantsev, Mikhail Efremov, Andrey Fomin",0,0,0,112 min,Russian
89904,The Artist (2011),Comedy|Drama|Romance,20-Jan-12,https://m.media-amazon.com/images/M/MV5BYjEwOGZmM2QtNjY4Mi00NjI0LTkyZjItZDEzZGI1YTEzMDg1XkEyXkFqcGc@._V1_SX300.jpg,7.8,95%,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman",5,0,0,100 min,"English, French"
89939,Gigi (1949),Comedy,05-Oct-49,https://m.media-amazon.com/images/M/MV5BNTljNTI1N2ItNWQyNS00NDNmLThmYTQtZmExNmIzZTFiZDBkXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_SX300.jpg,6.1,N/A,Jacqueline Audry,"Gaby Morlay, Jean Tissier, Yvonne de Bray",0,0,0,82 min,French
89945,BlinkyTM (2011),Horror|Sci-Fi,20-Mar-11,https://m.media-amazon.com/images/M/MV5BNDdkMWRmZGEtMzBiMi00ZjY0LTg4NDMtNDUwNTc2ODk0ZDYwXkEyXkFqcGc@._V1_SX300.jpg,7.0,N/A,Ruairi Robinson,"Max Records, Jenni Fontana, James Nardini",0,0,0,13 min,English
90057,Take Shelter (2011),Drama,10-Nov-11,https://m.media-amazon.com/images/M/MV5BNzgzODA5MTU3MF5BMl5BanBnXkFtZTcwODY4MDEwNg@@._V1_SX300.jpg,7.3,92%,Jeff Nichols,"Michael Shannon, Jessica Chastain, Shea Whigham",0,0,0,120 min,English
90243,Three Outlaw Samurai (Sanbiki no samurai) (1964),Action|Drama,13-May-64,https://m.media-amazon.com/images/M/MV5BZDVhYjhkNmItNzI0YS00MDc2LWJlNjAtODNiMjUzYmU1ZmRjXkEyXkFqcGc@._V1_SX300.jpg,7.6,80%,Hideo Gosha,"Tetsurô Tanba, Isamu Nagato, Mikijirô Hira",0,0,0,94 min,Japanese
90245,Antonio Gaudí (1985),Documentary,05-Mar-86,https://m.media-amazon.com/images/M/MV5BM2QzZjczYWUtNzcwZS00ZTI4LTg0MTMtNGZmMDM1OGEzMTE3XkEyXkFqcGc@._V1_SX300.jpg,7.2,100%,Hiroshi Teshigahara,"Isidro Puig Boada, Antoni Gaudí, Seiji Miyaguchi",0,0,0,72 min,"Japanese, Spanish"
90249,Real Steel (2011),Action|Drama|Sci-Fi|IMAX,07-Oct-11,https://m.media-amazon.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_SX300.jpg,7.1,60%,Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo",1,0,0,127 min,"English, Ukrainian"
90343,Footloose (2011),Comedy|Drama|Musical,14-Oct-11,https://m.media-amazon.com/images/M/MV5BMTY3MjIzMjk4M15BMl5BanBnXkFtZTcwMzMxMzIzNg@@._V1_SX300.jpg,5.8,68%,Craig Brewer,"Kenny Wormald, Julianne Hough, Dennis Quaid",0,0,0,113 min,English
90345,"Thing, The (2011)",Horror|Mystery|Sci-Fi|Thriller,14-Oct-11,https://m.media-amazon.com/images/M/MV5BMTMxMjI0MzUyNl5BMl5BanBnXkFtZTcwNjc1NzE5NQ@@._V1_SX300.jpg,6.2,34%,Matthijs van Heijningen Jr.,"Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen",0,0,0,103 min,"English, Norwegian, Danish"
90353,Beautiful Boy (2010),Drama,04-Nov-11,https://m.media-amazon.com/images/M/MV5BMTMwMjAyMTg0N15BMl5BanBnXkFtZTcwNjAzMTQ3NA@@._V1_SX300.jpg,6.6,71%,Shawn Ku,"Michael Sheen, Maria Bello, Kyle Gallner",0,0,0,100 min,English
90357,Tyrannosaur (2011),Drama,07-Oct-11,https://m.media-amazon.com/images/M/MV5BMjIwNzAxMDgxM15BMl5BanBnXkFtZTcwODM5NzU4NQ@@._V1_SX300.jpg,7.5,84%,Paddy Considine,"Peter Mullan, Archie Lal, Jag Sanghera",0,0,1,92 min,English
90374,Martha Marcy May Marlene (2011),Drama|Thriller,21-Dec-11,https://m.media-amazon.com/images/M/MV5BMTc1MTYwMzg1N15BMl5BanBnXkFtZTcwNzM0MDY4Ng@@._V1_SX300.jpg,6.8,90%,Sean Durkin,"Elizabeth Olsen, Sarah Paulson, John Hawkes",0,0,0,102 min,English
90376,We Need to Talk About Kevin (2011),Drama|Thriller,21-Oct-11,https://m.media-amazon.com/images/M/MV5BMjE0NDE0MjYxNF5BMl5BanBnXkFtZTcwNjM2NTY5Ng@@._V1_SX300.jpg,7.4,74%,Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller",0,0,3,112 min,English
90384,Behind Enemy Lines II: Axis of Evil (2006),Action|Thriller|War,17-Oct-06,https://m.media-amazon.com/images/M/MV5BMjMxMTY4MjMyOV5BMl5BanBnXkFtZTgwMzQ0NjAwNzE@._V1_SX300.jpg,4.5,0%,James Dodson,"Nicholas Gonzalez, Matt Bushell, Keith David, Denis Arndt",0,0,0,96 min,"English, Korean"
90403,"Three Musketeers, The (2011)",Action|Adventure,21-Oct-11,https://m.media-amazon.com/images/M/MV5BMTM3OTc2OTM2OF5BMl5BanBnXkFtZTcwMDM1MjU1NQ@@._V1_SX300.jpg,5.7,26%,Paul W.S. Anderson,"Logan Lerman, Matthew Macfadyen, Ray Stevenson",0,0,0,110 min,English
90405,In Time (2011),Crime|Sci-Fi|Thriller,28-Oct-11,https://m.media-amazon.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,6.7,36%,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy",0,0,0,109 min,English
90428,Margaret (2011),Drama,01-Jun-12,https://m.media-amazon.com/images/M/MV5BMjI1Yjc1YmYtYzQxYy00MjVkLTg5YTItY2QzMTg5YjJjODQyXkEyXkFqcGc@._V1_SX300.jpg,6.5,75%,Kenneth Lonergan,"Anna Paquin, Matt Damon, Mark Ruffalo",0,0,0,150 min,English
90430,Carnage (2011),Comedy|Drama,18-Nov-11,https://m.media-amazon.com/images/M/MV5BMTc4MjAyMDUwNl5BMl5BanBnXkFtZTcwOTQwMDMwNw@@._V1_SX300.jpg,7.1,71%,Roman Polanski,"Jodie Foster, Kate Winslet, Christoph Waltz",0,0,0,80 min,English
90439,Margin Call (2011),Drama|Thriller,29-Sep-11,https://m.media-amazon.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg,7.1,87%,J.C. Chandor,"Zachary Quinto, Stanley Tucci, Kevin Spacey",1,0,0,107 min,English
90469,Paranormal Activity 3 (2011),Horror,21-Oct-11,https://m.media-amazon.com/images/M/MV5BMTk0MTQzODQzOV5BMl5BanBnXkFtZTcwMDQ2NzQ3Ng@@._V1_SX300.jpg,5.8,67%,"Henry Joost, Ariel Schulman","Chloe Csengery, Jessica Tyler Brown, Christopher Nicholas Smith",0,0,0,83 min,English
90471,Puncture (2011),Drama,15-Mar-12,https://m.media-amazon.com/images/M/MV5BMTYzODIxNjAxNV5BMl5BanBnXkFtZTcwOTcxNzQzNg@@._V1_SX300.jpg,6.8,52%,"Adam Kassen, Mark Kassen","Chris Evans, Mark Kassen, Vinessa Shaw",0,0,0,100 min,"English, French"
90522,Johnny English Reborn (2011),Adventure|Comedy|Thriller,21-Oct-11,https://m.media-amazon.com/images/M/MV5BMTc0MTM3NzEzMl5BMl5BanBnXkFtZTcwNjE5MTU3NQ@@._V1_SX300.jpg,6.3,39%,Oliver Parker,"Rowan Atkinson, Rosamund Pike, Dominic West",0,0,0,101 min,"English, Mandarin, Swiss German, Cantonese, Russian"
90524,Abduction (2011),Action|Drama|Mystery|Thriller,23-Sep-11,https://m.media-amazon.com/images/M/MV5BMTkxNzU3OTg0Nl5BMl5BanBnXkFtZTcwNDY5MDY2Ng@@._V1_SX300.jpg,5.1,5%,John Singleton,"Taylor Lautner, Lily Collins, Alfred Molina",0,0,0,106 min,English
90528,This Must Be the Place (2011),Crime|Drama|Thriller,24-Aug-11,https://m.media-amazon.com/images/M/MV5BYjc2YzZmNjEtZmVlOS00YWYzLTk4YTItNWUzN2ZmM2MzYjJkXkEyXkFqcGc@._V1_SX300.jpg,6.7,66%,Paolo Sorrentino,"Sean Penn, Frances McDormand, Judd Hirsch",0,0,0,118 min,"English, Hebrew"
90531,Shame (2011),Drama,13-Jan-12,https://m.media-amazon.com/images/M/MV5BM2I4YjYzYmQtNGM4Yy00NmYwLWEzYjUtMDBmNjYzZmViZWE3XkEyXkFqcGc@._V1_SX300.jpg,7.2,79%,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale",0,0,2,101 min,English
90576,What's Your Number? (2011),Comedy|Romance,30-Sep-11,https://m.media-amazon.com/images/M/MV5BMjIzNTc2MTgwNV5BMl5BanBnXkFtZTcwMzYzMzgxNQ@@._V1_SX300.jpg,6.0,23%,Mark Mylod,"Anna Faris, Chris Evans, Ari Graynor",0,0,0,106 min,English
90600,Headhunters (Hodejegerne) (2011),Action|Crime|Thriller,26-Aug-11,https://m.media-amazon.com/images/M/MV5BMjE4OTgzOTI2Nl5BMl5BanBnXkFtZTcwMjM5MDg0Nw@@._V1_SX300.jpg,7.5,93%,Morten Tyldum,"Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau",0,0,1,100 min,"Norwegian, Danish, Russian, English"
90603,Batman: Year One (2011),Action|Animation|Crime,18-Oct-11,https://m.media-amazon.com/images/M/MV5BNTJjMmVkZjctNjNjMS00ZmI2LTlmYWEtOWNiYmQxYjY0YWVhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.4,89%,"Sam Liu, Lauren Montgomery","Bryan Cranston, Ben McKenzie, Eliza Dushku, Jon Polito",0,0,0,64 min,"English, French, Spanish"
90630,Miss Representation (2011),Documentary,15-Apr-14,https://m.media-amazon.com/images/M/MV5BYmI3ZDE0ZTUtMzQ2My00M2YyLWExOWEtYzdiZjlhNjMwNGJiXkEyXkFqcGc@._V1_SX300.jpg,7.5,N/A,Jennifer Siebel Newsom,"Jennifer Siebel Newsom, Jean Kilbourne, Jim Steyer",0,0,0,85 min,English
90647,Puss in Boots (2011),Adventure|Animation|Comedy|Fantasy|IMAX,15-Nov-11,https://m.media-amazon.com/images/M/MV5BOTQwMGU5YTEtYmQzMy00MTM0LWFhNzAtOGY2Yzc1MzBkYTYyXkEyXkFqcGc@._V1_SX300.jpg,6.6,86%,Chris Miller,"Antonio Banderas, Salma Hayek, Zach Galifianakis",1,0,0,90 min,"English, Spanish"
90717,Tower Heist (2011),Action|Comedy|Crime,04-Nov-11,https://m.media-amazon.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg,6.2,67%,Brett Ratner,"Eddie Murphy, Ben Stiller, Casey Affleck",0,0,0,104 min,"English, Spanish, Chinese"
90719,J. Edgar (2011),Drama,11-Nov-11,https://m.media-amazon.com/images/M/MV5BMTc0NDM4ODU2Nl5BMl5BanBnXkFtZTcwNzQ0NTg4Ng@@._V1_SX300.jpg,6.5,44%,Clint Eastwood,"Leonardo DiCaprio, Armie Hammer, Naomi Watts",0,0,0,137 min,English
90738,"Double, The (2011)",Action|Crime|Drama|Mystery|Thriller,08-Dec-11,https://m.media-amazon.com/images/M/MV5BMjIwNjM5NTE1M15BMl5BanBnXkFtZTcwMzgxOTA1Ng@@._V1_SX300.jpg,5.9,22%,Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen",0,0,0,98 min,"English, Russian, Spanish"
90746,"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX,21-Dec-11,https://m.media-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg,7.3,75%,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig",1,0,0,107 min,English
90769,Starsuckers (2009),Documentary,30-Oct-09,https://m.media-amazon.com/images/M/MV5BNDU3ODE1NTk0OV5BMl5BanBnXkFtZTgwMjk5MzA2MDE@._V1_SX300.jpg,7.4,71%,Chris Atkins,"Ellis Cashmore, Max Clifford, Richard Curtis",0,0,0,103 min,English
90809,Tomboy (2011),Drama,20-Apr-11,https://m.media-amazon.com/images/M/MV5BMTQ2MTI2OTEwNF5BMl5BanBnXkFtZTcwODUwMzc3Ng@@._V1_SX300.jpg,7.4,96%,Céline Sciamma,"Zoé Héran, Malonn Lévana, Jeanne Disson",0,0,0,82 min,French
90863,George Harrison: Living in the Material World (2011),Documentary,04-Oct-11,https://m.media-amazon.com/images/M/MV5BNmI1NGU2OTQtMTI1OC00MzU0LTkyZjMtNjZhMzVmNmExNDRhXkEyXkFqcGc@._V1_SX300.jpg,8.1,87%,Martin Scorsese,"George Harrison, Harry Harrison, Peter Harrison",0,0,0,208 min,English
90866,Hugo (2011),Children|Drama|Mystery,23-Nov-11,https://m.media-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg,7.5,93%,Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee",5,0,0,126 min,English
90888,Immortals (2011),Action|Drama|Fantasy,11-Nov-11,https://m.media-amazon.com/images/M/MV5BMTMzMjA2MjA2N15BMl5BanBnXkFtZTcwMTkwNTc5Ng@@._V1_SX300.jpg,6.0,50%,Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt",0,0,0,110 min,"English, Greek"
90890,Jack and Jill (2011),Comedy,11-Nov-11,https://m.media-amazon.com/images/M/MV5BNjczMTU5OTUyMl5BMl5BanBnXkFtZTcwODEzNjc3Ng@@._V1_SX300.jpg,3.3,3%,Dennis Dugan,"Adam Sandler, Katie Holmes, Al Pacino",0,0,0,91 min,English
90943,Into the Abyss (2011),Documentary,30-Mar-12,https://m.media-amazon.com/images/M/MV5BNTQyODM2MzMxMV5BMl5BanBnXkFtZTcwNDIzNjY5Ng@@._V1_SX300.jpg,7.3,92%,Werner Herzog,"Werner Herzog, Richard Lopez, Michael Perry",0,0,0,107 min,English
90945,"Sign of Four, The (1987)",Adventure|Crime|Drama,27-Oct-88,https://m.media-amazon.com/images/M/MV5BNTM1OWRkODQtYTNjMi00NmRkLTg0NzUtMGQxYWRmMDk1NGYwXkEyXkFqcGc@._V1_SX300.jpg,7.9,N/A,Peter Hammond,"Jeremy Brett, Edward Hardwicke, Robin Hunter",0,0,0,103 min,English
91077,"Descendants, The (2011)",Comedy|Drama,09-Dec-11,https://m.media-amazon.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg,7.3,88%,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller",1,0,0,115 min,English
91079,Like Crazy (2011),Drama|Romance,27-Jan-12,https://m.media-amazon.com/images/M/MV5BMjAzOTgyOTU4OF5BMl5BanBnXkFtZTcwNDYxMjcxNg@@._V1_SX300.jpg,6.6,71%,Drake Doremus,"Felicity Jones, Anton Yelchin, Jennifer Lawrence",0,0,0,86 min,English
91094,"Muppets, The (2011)",Children|Comedy|Musical,23-Nov-11,https://m.media-amazon.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_SX300.jpg,7.1,95%,James Bobin,"Amy Adams, Jason Segel, Chris Cooper",1,0,0,103 min,"English, Mandarin"
91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance,18-Nov-11,https://m.media-amazon.com/images/M/MV5BNjBlY2M2MTctMzU3Yi00MTY3LTlkMTAtMzhlMzY1YjZlYTA2XkEyXkFqcGc@._V1_SX300.jpg,4.9,26%,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner",0,0,0,117 min,"English, Portuguese"
91126,War Horse (2011),Drama|War,25-Dec-11,https://m.media-amazon.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg,7.2,74%,Steven Spielberg,"Jeremy Irvine, Emily Watson, David Thewlis",6,0,0,146 min,"English, German"
91128,"Rum Diary, The (2011)",Comedy|Drama|Thriller,28-Oct-11,https://m.media-amazon.com/images/M/MV5BMTM5ODA4MjYxM15BMl5BanBnXkFtZTcwMTM3NTE5Ng@@._V1_SX300.jpg,6.1,51%,Bruce Robinson,"Johnny Depp, Giovanni Ribisi, Aaron Eckhart",0,0,0,119 min,"English, Spanish, German"
91233,Lifted (2006),Animation|Comedy|Sci-Fi,29-Jun-07,https://m.media-amazon.com/images/M/MV5BYTY1MmYyZTAtMGJmYS00ZjIyLTgzNjAtMDQ0MmIxZDUyZjFlXkEyXkFqcGc@._V1_SX300.jpg,7.7,N/A,Gary Rydstrom,Sheb Wooley,1,0,0,5 min,None
91261,Hipsters (Stilyagi) (2008),Drama|Musical|Romance,01-Oct-11,https://m.media-amazon.com/images/M/MV5BNjM5YTVhZjItNGQ1Mi00MGNhLWIxZTMtMmVlMjMwNWExYTNhXkEyXkFqcGc@._V1_SX300.jpg,7.1,80%,Valeriy Todorovskiy,"Anton Shagin, Oksana Akinshina, Evgenia Brik",0,0,0,130 min,Russian
91266,Another Cinderella Story (2008),Children|Comedy|Musical|Romance,16-Sep-08,https://m.media-amazon.com/images/M/MV5BMTUwNDAzMzIxOF5BMl5BanBnXkFtZTgwNTU1NzAwNzE@._V1_SX300.jpg,5.8,N/A,Damon Santostefano,"Selena Gomez, Drew Seeley, Jane Lynch",0,0,0,90 min,English
91273,Bunraku (2010),Action|Drama|Fantasy,30-Nov-11,https://m.media-amazon.com/images/M/MV5BNDIwMTA3MDg2OV5BMl5BanBnXkFtZTcwODA1NzM1Ng@@._V1_SX300.jpg,6.1,18%,Guy Moshe,"Josh Hartnett, Demi Moore, Woody Harrelson",0,0,0,124 min,"English, Japanese"
91323,"Sitter, The (2011)",Comedy,09-Dec-11,https://m.media-amazon.com/images/M/MV5BNDU4OTIzNWUtNzhhMi00NDI3LWEwZjMtODMxMTEyMmQyY2Y0XkEyXkFqcGc@._V1_SX300.jpg,5.6,22%,David Gordon Green,"Jonah Hill, Ari Graynor, Sam Rockwell",0,0,0,81 min,English
91325,Extremely Loud and Incredibly Close (2011),Drama,20-Jan-12,https://m.media-amazon.com/images/M/MV5BMTUxNzYwMTE3NV5BMl5BanBnXkFtZTcwMDY2NzU4Ng@@._V1_SX300.jpg,6.9,44%,Stephen Daldry,"Thomas Horn, Tom Hanks, Sandra Bullock",2,0,0,129 min,English
91337,Play the Game (2009),Comedy|Romance,28-Aug-09,https://m.media-amazon.com/images/M/MV5BNzQwMjc5NjExMF5BMl5BanBnXkFtZTcwODc4MTY3Mw@@._V1_SX300.jpg,6.3,29%,Marc Fienberg,"Paul Campbell, Andy Griffith, Doris Roberts",0,0,0,105 min,English
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),Adventure|Animation|Children|Comedy,22-Sep-95,https://m.media-amazon.com/images/M/MV5BZmE5N2YzMTYtMmRiMC00YjllLTliMTUtN2U4Yjk3YTFlYWUxXkEyXkFqcGc@._V1_SX300.jpg,5.9,N/A,Gerhard Hahn,"Roger Carel, Pierre Tornade, Henri Labussière",0,0,0,85 min,English
91355,Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy,19-May-06,https://m.media-amazon.com/images/M/MV5BZmJmNmY0ZmQtMmJmZC00ODZjLTg0MTAtM2U4YzAzMDI2MDM0XkEyXkFqcGc@._V1_SX300.jpg,6.0,86%,"Stefan Fjeldmark, Jesper Møller","Roger Carel, Lorànt Deutsch, Sara Forestier",0,0,0,78 min,English
91386,Happy Feet Two (2011),Animation|Children|Comedy|IMAX,18-Nov-11,https://m.media-amazon.com/images/M/MV5BMTI3ZTlkMmMtYWVmZS00M2QyLTkwNWYtNTdlYmIzNzI0NmFhXkEyXkFqcGc@._V1_SX300.jpg,5.8,45%,"George Miller, Gary Eck, David Peers","Elijah Wood, Robin Williams, P!nk",0,0,0,100 min,English
91414,Arthur Christmas (2011),Animation|Children|Comedy|Drama,23-Nov-11,https://m.media-amazon.com/images/M/MV5BNTczMjMwMTE2OV5BMl5BanBnXkFtZTcwNDU0NTAwNw@@._V1_SX300.jpg,7.1,92%,"Sarah Smith, Barry Cook","James McAvoy, Jim Broadbent, Bill Nighy",0,0,2,97 min,English
91470,Violet & Daisy (2011),Action|Drama,06-Jun-13,https://m.media-amazon.com/images/M/MV5BMTczOTc4ODE4OF5BMl5BanBnXkFtZTcwMjg3NzY0OQ@@._V1_SX300.jpg,6.0,23%,Geoffrey Fletcher,"Saoirse Ronan, Alexis Bledel, James Gandolfini",0,0,0,88 min,English
91483,Bullet to the Head (2012),Action|Crime|Film-Noir,01-Feb-13,https://m.media-amazon.com/images/M/MV5BMTM4NzUyMjk2NV5BMl5BanBnXkFtZTcwOTUxNDc5OA@@._V1_SX300.jpg,5.7,45%,Walter Hill,"Sylvester Stallone, Jason Momoa, Christian Slater",0,0,0,92 min,English
91485,"Expendables 2, The (2012)",Action|Adventure,17-Aug-12,https://m.media-amazon.com/images/M/MV5BMTkwZGYyYzktNmEzMS00ZDkzLTlkMjEtYTdiOWExM2Y2ZjE4XkEyXkFqcGc@._V1_SX300.jpg,6.6,68%,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture",0,0,0,103 min,English
91488,"Snowman, The (1982)",Animation|Children|Musical,15-Dec-84,https://m.media-amazon.com/images/M/MV5BOTAzYmU0NzctZTQwOS00MjYwLWJkZjctMmFiMWJkMTA2MjY1XkEyXkFqcGc@._V1_SX300.jpg,8.2,80%,"Jimmy T. Murakami, Dianne Jackson","David Bowie, Raymond Briggs, Mel Smith",1,0,0,26 min,N/A
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,23-Mar-12,https://m.media-amazon.com/images/M/MV5BMWI1OGM4YjQtNmIxNi00YmE2LWJkNTAtY2Q0YjU4NTI5NWQyXkEyXkFqcGc@._V1_SX300.jpg,7.2,84%,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",0,0,1,142 min,English
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,20-Jul-12,https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,8.4,87%,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway",0,0,1,164 min,"English, Arabic"
91535,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,10-Aug-12,https://m.media-amazon.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX300.jpg,6.6,56%,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton",0,0,0,135 min,"English, Tagalog, Korean, Russian"
91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,16-Dec-11,https://m.media-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_SX300.jpg,7.4,60%,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris",0,0,0,129 min,"English, French, Italian, German, Romany"
91571,Coriolanus (2011),Drama|Thriller,20-Jan-12,https://m.media-amazon.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@._V1_SX300.jpg,6.1,92%,Ralph Fiennes,"Ralph Fiennes, Gerard Butler, Brian Cox",0,0,1,123 min,English
91622,Young Adult (2011),Comedy|Drama,16-Dec-11,https://m.media-amazon.com/images/M/MV5BMTc4NzgyMjQwMV5BMl5BanBnXkFtZTcwNjMxODcwNw@@._V1_SX300.jpg,6.3,80%,Jason Reitman,"Charlize Theron, Patrick Wilson, Patton Oswalt",0,0,0,94 min,English
